epoch,train_loss,val_loss
5500,1.0659478902816772,1.067693829536438
5600,1.041658878326416,1.0406956672668457
5700,1.0257351398468018,1.0253020524978638
5800,0.9997578859329224,1.0022121667861938
5900,0.9815859198570251,0.9835649132728577
6000,0.9479401707649231,0.94680255651474
6100,0.9257619976997375,0.922552227973938
6200,0.906474769115448,0.9090116620063782
6300,0.8799476623535156,0.8858550786972046
6400,0.8496147990226746,0.8513544201850891
6500,0.8094771504402161,0.8132785558700562
6600,0.7935560345649719,0.794133722782135
6700,0.7645779848098755,0.7653226256370544
6800,0.7432886958122253,0.7553725838661194
6900,0.7142660617828369,0.7182265520095825
7000,0.7055737376213074,0.70974200963974
7100,0.6709703207015991,0.6747114658355713
7200,0.6453748941421509,0.6481384038925171
7300,0.6217851638793945,0.6220220327377319
7400,0.6031873822212219,0.595633327960968
7500,0.5666846632957458,0.5639547109603882
7600,0.5513779520988464,0.5509108901023865
7700,0.524130642414093,0.5251061320304871
7800,0.5032898783683777,0.5062857270240784
7900,0.49409690499305725,0.5037393569946289
8000,0.46945273876190186,0.474700927734375
8100,0.45747649669647217,0.45237022638320923
8200,0.42443159222602844,0.42970210313796997
8300,0.4126441776752472,0.4129328429698944
8400,0.3912830352783203,0.3887588381767273
8500,0.37839072942733765,0.37929773330688477
8600,0.356729656457901,0.3552613854408264
8700,0.34233492612838745,0.3438436686992645
8800,0.3311859369277954,0.32628798484802246
8900,0.3057691752910614,0.3040902316570282
9000,0.3017785847187042,0.29549381136894226
9100,0.27953609824180603,0.2730271816253662
9200,0.269054114818573,0.2729138433933258
9300,0.25381556153297424,0.24533472955226898
9400,0.24507823586463928,0.2428717017173767
9500,0.23402197659015656,0.2295529693365097
9600,0.21741779148578644,0.22158008813858032
9700,0.21296851336956024,0.21673567593097687
9800,0.1981351375579834,0.19803793728351593
9900,0.19855175912380219,0.19347839057445526
10000,0.19100147485733032,0.18536017835140228
10100,0.18130241334438324,0.18094295263290405
10200,0.1659793257713318,0.16296866536140442
10300,0.166924849152565,0.16697001457214355
10400,0.16475871205329895,0.16389302909374237
10500,0.1555575579404831,0.15280334651470184
10600,0.14533084630966187,0.14385563135147095
10700,0.14162087440490723,0.14137814939022064
10800,0.13106118142604828,0.12664970755577087
10900,0.12589333951473236,0.12593084573745728
11000,0.12977997958660126,0.12804101407527924
11100,0.12447007745504379,0.1257009655237198
11200,0.11596562713384628,0.11779844760894775
11300,0.11179382354021072,0.11092354357242584
11400,0.10694926977157593,0.10617182403802872
11500,0.10788007825613022,0.10860332101583481
11600,0.1019875779747963,0.10208576917648315
11700,0.0999893769621849,0.10050331056118011
11800,0.09965828061103821,0.10013360530138016
11900,0.09528782963752747,0.09498085081577301
12000,0.09329669922590256,0.09302078187465668
12100,0.09448008984327316,0.09552853554487228
12200,0.09672091901302338,0.09521634876728058
12300,0.09092535078525543,0.09152427315711975
12400,0.08664693683385849,0.08502835780382156
12500,0.08701999485492706,0.08509042859077454
12600,0.08535163104534149,0.08662821352481842
12700,0.08562715351581573,0.08633281290531158
12800,0.08113038539886475,0.08169170469045639
12900,0.08235737681388855,0.08107087761163712
13000,0.07915244251489639,0.0791608914732933
13100,0.07950664311647415,0.07939478009939194
13200,0.07877308875322342,0.07851500809192657
13300,0.0787518322467804,0.07829640060663223
13400,0.07785172015428543,0.07702578604221344
13500,0.07701376080513,0.07782041281461716
13600,0.07745147496461868,0.07666732370853424
13700,0.07563992589712143,0.07530158013105392
13800,0.0734497457742691,0.0723721832036972
13900,0.07271157950162888,0.0740232914686203
14000,0.07408301532268524,0.07353197038173676
14100,0.07198716700077057,0.07240037620067596
14200,0.07461988925933838,0.0747612714767456
14300,0.07269074022769928,0.07245989888906479
14400,0.07205890119075775,0.07158204168081284
14500,0.07183538377285004,0.07236197590827942
14600,0.07092730700969696,0.07111798971891403
14700,0.07101550698280334,0.07173006236553192
14800,0.07241633534431458,0.07058506458997726
14900,0.07121974974870682,0.07079463452100754
